orderNumber,productName,quantityOrdered,priceEach,totalPrice,recommendedPrice,difference,percentReduction,customerName,salesEmployee,orderDate,buyPrice,productLine
10145,"1997 BMW R 1100 S",43,103.68,4458.24,4846.10,387.86,8.003549,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,60.86,Motorcycles
10145,"1928 British Royal Navy Airplane",40,87.54,3501.60,4376.80,875.20,19.996344,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,66.74,Planes
10145,"1960 BSA Gold Star DBD34",47,63.98,3007.06,3579.99,572.93,16.003676,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,37.32,Motorcycles
10145,"1982 Ducati 900 Monster",27,56.10,1514.70,1870.02,355.32,19.000866,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,47.10,Motorcycles
10145,"1900s Vintage Tri-Plane",33,71.73,2367.09,2390.85,23.76,0.993789,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,36.23,Planes
10145,"1997 BMW F650 ST",33,99.89,3296.37,3296.37,0.00,0.000000,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,66.92,Motorcycles
10145,"1982 Ducati 996 R",31,39.43,1222.33,1247.13,24.80,1.988566,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,24.14,Motorcycles
10145,"1974 Ducati 350 Mk3 Desmo",27,95.93,2590.11,2755.35,165.24,5.997060,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,56.13,Motorcycles
10145,"2002 Yamaha YZR M1",38,73.22,2782.36,3091.68,309.32,10.004916,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,34.17,Motorcycles
10145,"ATA: B757-300",20,113.90,2278.00,2373.00,95.00,4.003371,Toys4GrownUps.com,"Leslie Thompson",2003-08-25,59.33,Planes
10146,"1957 Vespa GS150",47,60.30,2834.10,2921.99,87.89,3.007882,"Gift Ideas Corp.","George Vanauf",2003-09-03,32.95,Motorcycles
10146,"1957 Corvette Convertible",29,130.94,3797.26,4315.20,517.94,12.002688,"Gift Ideas Corp.","George Vanauf",2003-09-03,69.93,"Classic Cars"
10147,"1968 Ford Mustang",48,161.49,7751.52,9339.36,1587.84,17.001593,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,95.34,"Classic Cars"
10147,"1968 Dodge Charger",31,110.39,3422.09,3640.64,218.55,6.003065,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,75.16,"Classic Cars"
10147,"1970 Plymouth Hemi Cuda",21,74.21,1558.41,1675.80,117.39,7.005013,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,31.92,"Classic Cars"
10147,"1969 Dodge Charger",33,97.89,3230.37,3800.28,569.91,14.996527,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,58.73,"Classic Cars"
10147,"1948 Porsche 356-A Roadster",26,70.84,1841.84,2002.00,160.16,8.000000,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,53.90,"Classic Cars"
10147,"1969 Dodge Super Bee",36,74.78,2692.08,2894.76,202.68,7.001617,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,49.05,"Classic Cars"
10147,"1976 Ford Gran Torino",37,129.35,4785.95,5438.63,652.68,12.000816,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,73.49,"Classic Cars"
10147,"1982 Lamborghini Diablo",25,33.23,830.75,944.00,113.25,11.996822,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,16.24,"Classic Cars"
10147,"1971 Alpine Renault 1600s",30,48.98,1469.40,1836.90,367.50,20.006533,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,38.58,"Classic Cars"
10147,"1956 Porsche 356A Coupe",23,123.58,2842.34,3229.89,387.55,11.998861,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,98.30,"Classic Cars"
10147,"1961 Chevrolet Impala",31,72.76,2255.56,2506.04,250.48,9.995052,"Collectables For Less Inc.","Julie Firrelli",2003-09-05,32.33,"Classic Cars"
10148,"1993 Mazda RX-7",23,114.65,2636.95,3255.42,618.47,18.998163,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,83.51,"Classic Cars"
10148,"1965 Aston Martin DB5",47,108.26,5088.22,5848.68,760.46,13.002250,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,65.96,"Classic Cars"
10148,"1995 Honda Civic",25,136.56,3414.00,3556.25,142.25,4.000000,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,93.89,"Classic Cars"
10148,"1999 Indy 500 Monte Carlo SS",27,113.52,3065.04,3564.00,498.96,14.000000,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,56.76,"Classic Cars"
10148,"1992 Ferrari 360 Spider red",32,143.94,4606.08,5418.88,812.80,14.999409,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,77.90,"Classic Cars"
10148,"1948 Porsche Type 356 Roadster",28,135.63,3797.64,3955.84,158.20,3.999151,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,62.16,"Classic Cars"
10148,"1932 Alfa Romeo 8C2300 Spider Sport",34,83.75,2847.50,3129.02,281.52,8.997066,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,43.26,"Vintage Cars"
10148,"1957 Ford Thunderbird",29,66.28,1922.12,2066.83,144.71,7.001543,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,34.21,"Classic Cars"
10148,"1970 Chevy Chevelle SS 454",25,65.41,1635.25,1837.25,202.00,10.994693,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,49.24,"Classic Cars"
10148,"1966 Shelby Cobra 427 S/C",47,46.29,2175.63,2364.57,188.94,7.990459,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,29.18,"Classic Cars"
10148,"1949 Jaguar XK 120",21,77.24,1622.04,1908.27,286.23,14.999450,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,47.25,"Classic Cars"
10148,"1952 Citroen-15CV",34,115.09,3913.06,3992.96,79.90,2.001022,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,72.82,"Classic Cars"
10148,"1969 Chevrolet Camaro Z28",31,71.91,2229.21,2653.91,424.70,16.002803,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,50.51,"Classic Cars"
10148,"2002 Chevy Corvette",27,96.37,2601.99,2891.16,289.17,10.001868,"Anna's Decorations, Ltd","Andy Fixter",2003-09-11,62.11,"Classic Cars"
10149,"1937 Lincoln Berline",50,87.33,4366.50,5137.00,770.50,14.999027,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,60.62,"Vintage Cars"
10149,"1936 Mercedes-Benz 500K Special Roadster",30,48.52,1455.60,1617.30,161.70,9.998145,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,24.26,"Vintage Cars"
10149,"1917 Grand Touring Sedan",34,156.40,5317.60,5780.00,462.40,8.000000,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,86.70,"Vintage Cars"
10149,"1911 Ford Town Car",24,50.85,1220.40,1452.96,232.56,16.005946,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,33.30,"Vintage Cars"
10149,"1932 Model A Ford J-Coupe",33,125.86,4153.38,4195.29,41.91,0.998977,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,58.48,"Vintage Cars"
10149,"1928 Mercedes-Benz SSK",23,167.06,3842.38,3881.25,38.87,1.001481,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,72.56,"Vintage Cars"
10149,"1917 Maxwell Touring Car",42,89.29,3750.18,4166.82,416.64,9.998992,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,57.54,"Vintage Cars"
10149,"1939 Chevrolet Deluxe Coupe",36,31.20,1123.20,1194.84,71.64,5.995782,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,22.57,"Vintage Cars"
10149,"1938 Cadillac V-16 Presidential Limousine",49,39.87,1953.63,2195.20,241.57,11.004464,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,20.61,"Vintage Cars"
10149,"1936 Mercedes Benz 500k Roadster",26,38.57,1002.82,1066.78,63.96,5.995613,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,21.75,"Vintage Cars"
10149,"1936 Chrysler Airflow",20,90.57,1811.40,1947.80,136.40,7.002772,"Signal Collectibles Ltd.","Leslie Jennings",2003-09-12,57.46,"Vintage Cars"
10150,"1952 Alpine Renault 1300",45,182.16,8197.20,9643.50,1446.30,14.997667,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,98.58,"Classic Cars"
10150,"1962 LanciaA Delta 16V",20,121.15,2423.00,2954.80,531.80,17.997834,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,103.42,"Classic Cars"
10150,"1958 Setra Bus",30,135.30,4059.00,4100.10,41.10,1.002415,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,77.90,"Trucks and Buses"
10150,"1940 Ford Pickup Truck",34,95.67,3252.78,3966.78,714.00,17.999486,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,58.33,"Trucks and Buses"
10150,"1913 Ford Model T Speedster",47,93.21,4380.87,4761.57,380.70,7.995262,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,60.78,"Vintage Cars"
10150,"1934 Ford V8 Coupe",30,56.21,1686.30,1873.80,187.50,10.006404,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,34.35,"Vintage Cars"
10150,"18th Century Vintage Horse Carriage",26,97.39,2532.14,2722.72,190.58,6.999618,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,60.74,"Vintage Cars"
10150,"1940s Ford truck",49,111.39,5458.11,5932.92,474.81,8.002973,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,84.76,"Trucks and Buses"
10150,"1939 Cadillac Limousine",30,47.29,1418.70,1509.30,90.60,6.002783,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,23.14,"Vintage Cars"
10150,"1996 Peterbilt 379 Stake Bed with Outrigger",49,62.05,3040.45,3167.36,126.91,4.006807,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,33.61,"Trucks and Buses"
10150,"1982 Camaro Z28",20,95.08,1901.60,2023.00,121.40,6.000989,"Dragon Souveniers, Ltd.","Mami Nishi",2003-09-19,46.53,"Classic Cars"
10151,"1957 Chevy Pickup",24,114.95,2758.80,2844.00,85.20,2.995781,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,55.70,"Trucks and Buses"
10151,"1998 Chrysler Plymouth Prowler",43,152.27,6547.61,7040.39,492.78,6.999328,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,101.51,"Classic Cars"
10151,"1964 Mercedes Tour Bus",49,106.78,5232.22,6013.77,781.55,12.996007,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,74.86,"Trucks and Buses"
10151,"1926 Ford Fire Engine",39,58.34,2275.26,2370.03,94.77,3.998684,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,24.92,"Trucks and Buses"
10151,"1992 Ferrari 360 Spider red",21,167.65,3520.65,3556.14,35.49,0.997992,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,77.90,"Classic Cars"
10151,"1962 Volkswagen Microbus",42,109.90,4615.80,5367.18,751.38,13.999530,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,61.34,"Trucks and Buses"
10151,"1958 Chevy Corvette Limited Edition",30,29.35,880.50,1060.80,180.30,16.996606,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,15.91,"Classic Cars"
10151,"1980’s GM Manhattan Express",27,84.75,2288.25,2600.37,312.12,12.002907,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,53.93,"Trucks and Buses"
10151,"1954 Greyhound Scenicruiser",41,43.29,1774.89,2218.51,443.62,19.996304,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,25.98,"Trucks and Buses"
10151,"Diamond T620 Semi-Skirted Tanker",26,108.81,2829.06,3009.50,180.44,5.995680,"Oulu Toy Supplies, Inc.","Larry Bott",2003-09-21,68.29,"Trucks and Buses"
10152,"1970 Triumph Spitfire",35,117.77,4121.95,5026.70,904.75,17.998886,"Australian Gift Network, Co","Andy Fixter",2003-09-25,91.92,"Classic Cars"
10152,"1970 Dodge Coronet",25,49.13,1228.25,1445.00,216.75,15.000000,"Australian Gift Network, Co","Andy Fixter",2003-09-25,32.37,"Classic Cars"
10152,"1992 Porsche Cayenne Turbo Silver",23,112.37,2584.51,2720.44,135.93,4.996618,"Australian Gift Network, Co","Andy Fixter",2003-09-25,69.78,"Classic Cars"
10152,"1950's Chicago Surface Lines Streetcar",33,57.17,1886.61,2050.62,164.01,7.998069,"Australian Gift Network, Co","Andy Fixter",2003-09-25,26.72,Trains
10153,"2001 Ferrari Enzo",20,201.57,4031.40,4156.00,124.60,2.998075,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,95.59,"Classic Cars"
10153,"1969 Corvair Monza",42,128.42,5393.64,6345.36,951.72,14.998676,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,89.14,"Classic Cars"
10153,"1969 Ford Falcon",49,155.72,7630.28,8477.98,847.70,9.998844,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,83.05,"Classic Cars"
10153,"1903 Ford Model A",31,125.66,3895.46,4234.29,338.83,8.002050,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,68.30,"Vintage Cars"
10153,"Collectable Wooden Train",29,82.69,2398.01,2924.36,526.35,17.998810,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,67.56,Trains
10153,"1904 Buick Runabout",22,82.50,1815.00,1930.94,115.94,6.004329,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,52.66,"Vintage Cars"
10153,"18th century schooner",40,111.83,4473.20,4915.60,442.40,8.999919,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,82.34,Ships
10153,"1962 City of Detroit Streetcar",31,53.31,1652.61,1815.98,163.37,8.996244,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,37.49,Trains
10153,"The Schooner Bluenose",43,58.00,2494.00,2866.81,372.81,13.004350,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,34.00,Ships
10153,"The Mayflower",31,80.55,2497.05,2684.91,187.86,6.996883,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,43.30,Ships
10153,"The Titanic",50,87.15,4357.50,5008.50,651.00,12.997904,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,51.09,Ships
10153,"The Queen Mary",20,85.41,1708.20,1986.20,278.00,13.996576,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,53.63,Ships
10153,"Pont Yacht",50,51.87,2593.50,2730.00,136.50,5.000000,"Euro+ Shopping Channel","Gerard Hernandez",2003-09-28,33.30,Ships
10154,"1912 Ford Model T Delivery Wagon",31,75.23,2332.13,2743.81,411.68,15.003954,"Boards & Toys Co.","Leslie Thompson",2003-10-02,46.91,"Vintage Cars"
10154,"The USS Constitution Ship",36,59.27,2133.72,2602.08,468.36,17.999447,"Boards & Toys Co.","Leslie Thompson",2003-10-02,33.97,Ships
10155,"1972 Alfa Romeo GTA",32,129.20,4134.40,4352.00,217.60,5.000000,"Toys of Finland, Co.","Larry Bott",2003-10-06,85.68,"Classic Cars"
10155,"1980s Black Hawk Helicopter",38,138.77,5273.26,5992.22,718.96,11.998224,"Toys of Finland, Co.","Larry Bott",2003-10-06,77.27,Planes
10155,"1999 Yamaha Speed Boat",44,83.44,3671.36,3784.88,113.52,2.999302,"Toys of Finland, Co.","Larry Bott",2003-10-06,51.61,Ships
10155,"1941 Chevrolet Special Deluxe Cabriolet",29,105.87,3070.23,3070.23,0.00,0.000000,"Toys of Finland, Co.","Larry Bott",2003-10-06,64.58,"Vintage Cars"
10155,"1900s Vintage Bi-Plane",23,62.34,1433.82,1575.73,141.91,9.005985,"Toys of Finland, Co.","Larry Bott",2003-10-06,34.25,Planes
10155,"1937 Horch 930V Limousine",34,56.55,1922.70,2235.50,312.80,13.992395,"Toys of Finland, Co.","Larry Bott",2003-10-06,26.30,"Vintage Cars"
10155,"1940 Ford Delivery Sedan",37,76.31,2823.47,3102.82,279.35,9.003100,"Toys of Finland, Co.","Larry Bott",2003-10-06,48.64,"Vintage Cars"
10155,"Corsair F4U ( Bird Cage)",44,58.69,2582.36,3002.56,420.20,13.994725,"Toys of Finland, Co.","Larry Bott",2003-10-06,29.34,Planes
10155,"HMS Bounty",32,89.61,2867.52,2896.64,29.12,1.005303,"Toys of Finland, Co.","Larry Bott",2003-10-06,39.83,Ships
10155,"America West Airlines B757-200",20,87.75,1755.00,1994.40,239.40,12.003610,"Toys of Finland, Co.","Larry Bott",2003-10-06,68.80,Planes
10155,"F/A 18 Hornet 1/72",43,76.80,3302.40,3440.00,137.60,4.000000,"Toys of Finland, Co.","Larry Bott",2003-10-06,54.40,Planes
10155,"American Airlines: MD-11S",44,70.33,3094.52,3257.32,162.80,4.997974,"Toys of Finland, Co.","Larry Bott",2003-10-06,36.27,Planes
10155,"Boeing X-32A JSF",34,49.16,1671.44,1688.44,17.00,1.006847,"Toys of Finland, Co.","Larry Bott",2003-10-06,32.77,Planes
10156,"1930 Buick Marquette Phaeton",20,43.64,872.80,872.80,0.00,0.000000,"Euro+ Shopping Channel","Gerard Hernandez",2003-10-08,27.06,"Vintage Cars"
10156,"American Airlines: B767-300",48,77.64,3726.72,4384.32,657.60,14.998905,"Euro+ Shopping Channel","Gerard Hernandez",2003-10-08,51.15,Planes
10157,"P-51-D Mustang",33,69.27,2285.91,2787.84,501.93,18.004261,"Frau da Collezione","Pamela Castillo",2003-10-09,49.00,Planes
10157,"1928 British Royal Navy Airplane",40,89.72,3588.80,4376.80,788.00,18.004021,"Frau da Collezione","Pamela Castillo",2003-10-09,66.74,Planes
10157,"1900s Vintage Tri-Plane",33,66.65,2199.45,2390.85,191.40,8.005521,"Frau da Collezione","Pamela Castillo",2003-10-09,36.23,Planes
10157,"1997 BMW F650 ST",34,83.91,2852.94,3396.26,543.32,15.997597,"Frau da Collezione","Pamela Castillo",2003-10-09,66.92,Motorcycles
10157,"1928 Ford Phaeton Deluxe",28,56.41,1579.48,1926.12,346.64,17.996802,"Frau da Collezione","Pamela Castillo",2003-10-09,33.02,"Vintage Cars"
10157,"ATA: B757-300",48,109.16,5239.68,5695.20,455.52,7.998314,"Frau da Collezione","Pamela Castillo",2003-10-09,59.33,Planes
10158,"1960 BSA Gold Star DBD34",22,67.79,1491.38,1675.74,184.36,11.001707,"Baane Mini Imports","Barry Jones",2003-10-10,37.32,Motorcycles
10159,"1969 Harley Davidson Ultimate Chopper",49,81.35,3986.15,4689.30,703.15,14.994775,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,48.81,Motorcycles
10159,"1996 Moto Guzzi 1100i",37,101.10,3740.70,4400.78,660.08,14.999159,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,68.99,Motorcycles
10159,"2003 Harley-Davidson Eagle Drag Bike",22,170.42,3749.24,4260.52,511.28,12.000413,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,91.02,Motorcycles
10159,"1968 Ford Mustang",41,188.73,7737.93,7977.37,239.44,3.001490,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,95.34,"Classic Cars"
10159,"2002 Suzuki XREO",38,131.04,4979.52,5723.56,744.04,12.999602,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,66.27,Motorcycles
10159,"1970 Plymouth Hemi Cuda",24,67.03,1608.72,1915.20,306.48,16.002506,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,31.92,"Classic Cars"
10159,"1936 Harley Davidson El Knucklehead",42,51.48,2162.16,2543.94,381.78,15.007429,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,24.23,Motorcycles
10159,"1969 Dodge Super Bee",21,66.74,1401.54,1688.61,287.07,17.000373,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,49.05,"Classic Cars"
10159,"1976 Ford Gran Torino",25,129.35,3233.75,3674.75,441.00,12.000816,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,73.49,"Classic Cars"
10159,"1957 Vespa GS150",21,54.71,1148.91,1305.57,156.66,11.999357,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,32.95,Motorcycles
10159,"1957 Corvette Convertible",32,142.85,4571.20,4761.60,190.40,3.998656,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,69.93,"Classic Cars"
10159,"1997 BMW R 1100 S",44,100.30,4413.20,4958.80,545.60,11.002662,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,60.86,Motorcycles
10159,"1982 Ducati 900 Monster",27,67.18,1813.86,1870.02,56.16,3.003176,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,47.10,Motorcycles
10159,"1971 Alpine Renault 1600s",50,49.60,2480.00,3061.50,581.50,18.993957,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,38.58,"Classic Cars"
10159,"1961 Chevrolet Impala",23,80.84,1859.32,1859.32,0.00,0.000000,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,32.33,"Classic Cars"
10159,"1982 Ducati 996 R",35,39.43,1380.05,1408.05,28.00,1.988566,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,24.14,Motorcycles
10159,"1974 Ducati 350 Mk3 Desmo",23,86.74,1995.02,2347.15,352.13,15.002450,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,56.13,Motorcycles
10159,"2002 Yamaha YZR M1",31,78.11,2421.41,2522.16,100.75,3.994592,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-10,34.17,Motorcycles
10160,"1968 Dodge Charger",46,96.30,4429.80,5402.24,972.44,18.000681,"Men 'R' US Retailers, Ltd.","Leslie Thompson",2003-10-11,75.16,"Classic Cars"
10160,"1969 Dodge Charger",50,93.28,4664.00,5758.00,1094.00,18.999653,"Men 'R' US Retailers, Ltd.","Leslie Thompson",2003-10-11,58.73,"Classic Cars"
10160,"1948 Porsche 356-A Roadster",38,70.84,2691.92,2926.00,234.08,8.000000,"Men 'R' US Retailers, Ltd.","Leslie Thompson",2003-10-11,53.90,"Classic Cars"
10160,"1992 Ferrari 360 Spider red",20,140.55,2811.00,3386.80,575.80,17.001299,"Men 'R' US Retailers, Ltd.","Leslie Thompson",2003-10-11,77.90,"Classic Cars"
10160,"1982 Lamborghini Diablo",42,30.59,1284.78,1585.92,301.14,18.988347,"Men 'R' US Retailers, Ltd.","Leslie Thompson",2003-10-11,16.24,"Classic Cars"
10160,"1956 Porsche 356A Coupe",35,130.60,4571.00,4915.05,344.05,6.999929,"Men 'R' US Retailers, Ltd.","Leslie Thompson",2003-10-11,98.30,"Classic Cars"
10161,"1993 Mazda RX-7",28,121.72,3408.16,3963.12,554.96,14.003109,"Heintze Collectables","Pamela Castillo",2003-10-17,83.51,"Classic Cars"
10161,"1965 Aston Martin DB5",43,102.04,4387.72,5350.92,963.20,18.000643,"Heintze Collectables","Pamela Castillo",2003-10-17,65.96,"Classic Cars"
10161,"1995 Honda Civic",48,139.41,6691.68,6828.00,136.32,1.996485,"Heintze Collectables","Pamela Castillo",2003-10-17,93.89,"Classic Cars"
10161,"1999 Indy 500 Monte Carlo SS",23,125.40,2884.20,3036.00,151.80,5.000000,"Heintze Collectables","Pamela Castillo",2003-10-17,56.76,"Classic Cars"
10161,"1948 Porsche Type 356 Roadster",36,132.80,4780.80,5086.08,305.28,6.002265,"Heintze Collectables","Pamela Castillo",2003-10-17,62.16,"Classic Cars"
10161,"1957 Ford Thunderbird",25,62.72,1568.00,1781.75,213.75,11.996633,"Heintze Collectables","Pamela Castillo",2003-10-17,34.21,"Classic Cars"
10161,"1970 Chevy Chevelle SS 454",37,73.49,2719.13,2719.13,0.00,0.000000,"Heintze Collectables","Pamela Castillo",2003-10-17,49.24,"Classic Cars"
10161,"1966 Shelby Cobra 427 S/C",23,47.29,1087.67,1157.13,69.46,6.002783,"Heintze Collectables","Pamela Castillo",2003-10-17,29.18,"Classic Cars"
10161,"1949 Jaguar XK 120",20,82.69,1653.80,1817.40,163.60,9.001871,"Heintze Collectables","Pamela Castillo",2003-10-17,47.25,"Classic Cars"
10161,"1952 Citroen-15CV",25,108.04,2701.00,2936.00,235.00,8.004087,"Heintze Collectables","Pamela Castillo",2003-10-17,72.82,"Classic Cars"
10161,"1969 Chevrolet Camaro Z28",20,72.77,1455.40,1712.20,256.80,14.998248,"Heintze Collectables","Pamela Castillo",2003-10-17,50.51,"Classic Cars"
10161,"2002 Chevy Corvette",30,94.23,2826.90,3212.40,385.50,12.000374,"Heintze Collectables","Pamela Castillo",2003-10-17,62.11,"Classic Cars"
10162,"1937 Lincoln Berline",48,87.33,4191.84,4931.52,739.68,14.999027,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,60.62,"Vintage Cars"
10162,"1936 Mercedes-Benz 500K Special Roadster",45,45.28,2037.60,2425.95,388.35,16.008162,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,24.26,"Vintage Cars"
10162,"1917 Grand Touring Sedan",29,141.10,4091.90,4930.00,838.10,17.000000,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,86.70,"Vintage Cars"
10162,"1911 Ford Town Car",27,53.28,1438.56,1634.58,196.02,11.992071,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,33.30,"Vintage Cars"
10162,"1932 Model A Ford J-Coupe",38,113.15,4299.70,4830.94,531.24,10.996618,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,58.48,"Vintage Cars"
10162,"1928 Mercedes-Benz SSK",48,156.94,7533.12,8100.00,566.88,6.998519,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,72.56,"Vintage Cars"
10162,"1932 Alfa Romeo 8C2300 Spider Sport",39,86.51,3373.89,3589.17,215.28,5.998044,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,43.26,"Vintage Cars"
10162,"1939 Chevrolet Deluxe Coupe",37,27.55,1019.35,1228.03,208.68,16.993070,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,22.57,"Vintage Cars"
10162,"1938 Cadillac V-16 Presidential Limousine",43,38.98,1676.14,1926.40,250.26,12.991071,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,20.61,"Vintage Cars"
10162,"1936 Mercedes Benz 500k Roadster",37,32.82,1214.34,1518.11,303.77,20.009749,"Corporate Gift Ideas Co.","Leslie Jennings",2003-10-18,21.75,"Vintage Cars"
10163,"1952 Alpine Renault 1300",21,212.16,4455.36,4500.30,44.94,0.998600,"Classic Legends Inc.","Foon Yue Tseng",2003-10-20,98.58,"Classic Cars"
10163,"1913 Ford Model T Speedster",31,101.31,3140.61,3140.61,0.00,0.000000,"Classic Legends Inc.","Foon Yue Tseng",2003-10-20,60.78,"Vintage Cars"
10163,"1934 Ford V8 Coupe",48,59.96,2878.08,2998.08,120.00,4.002562,"Classic Legends Inc.","Foon Yue Tseng",2003-10-20,34.35,"Vintage Cars"
10163,"18th Century Vintage Horse Carriage",40,101.58,4063.20,4188.80,125.60,2.998472,"Classic Legends Inc.","Foon Yue Tseng",2003-10-20,60.74,"Vintage Cars"
10163,"1917 Maxwell Touring Car",43,80.36,3455.48,4266.03,810.55,19.000101,"Classic Legends Inc.","Foon Yue Tseng",2003-10-20,57.54,"Vintage Cars"
10163,"1936 Chrysler Airflow",42,96.42,4049.64,4090.38,40.74,0.995995,"Classic Legends Inc.","Foon Yue Tseng",2003-10-20,57.46,"Vintage Cars"
