productName,priceEach,buyPrice,MSRP,productLine,productScale,productVendor,quantityOrdered,customerName,customerCountry,customerCity,customerCreditLimit,employeeName,employeeCity,employeeCountry,employeeTerritory,orderDate
"1928 Ford Phaeton Deluxe",63.29,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",28,"Clover Collections, Co.",Ireland,Dublin,69400.00,"Barry Jones",London,UK,EMEA,2004-09-16
"1928 Ford Phaeton Deluxe",61.22,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",46,"Mini Classics",USA,"White Plains",102700.00,"George Vanauf",NYC,USA,NA,2004-10-15
"1928 Ford Phaeton Deluxe",59.16,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",24,giftsbymail.co.uk,UK,Cowes,93900.00,"Larry Bott",London,UK,EMEA,2004-11-01
"1928 Ford Phaeton Deluxe",57.10,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",24,"Rovelli Gifts",Italy,Bergamo,119600.00,"Pamela Castillo",Paris,France,EMEA,2004-11-12
"1928 Ford Phaeton Deluxe",67.41,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",39,"Enaco Distributors",Spain,Barcelona,60300.00,"Martin Gerard",Paris,France,EMEA,2004-11-24
"1928 Ford Phaeton Deluxe",68.10,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",40,"Gift Ideas Corp.",USA,Glendale,49700.00,"George Vanauf",NYC,USA,NA,2004-12-04
"1928 Ford Phaeton Deluxe",56.41,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",49,"Souveniers And Things Co.",Australia,Chatswood,93300.00,"Andy Fixter",Sydney,Australia,APAC,2004-12-17
"1928 Ford Phaeton Deluxe",59.85,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",44,"La Rochelle Gifts",France,Nantes,118200.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-03
"1928 Ford Phaeton Deluxe",58.47,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",35,FunGiftIdeas.com,USA,"New Bedford",85800.00,"Steve Patterson",Boston,USA,NA,2005-03-03
"1928 Ford Phaeton Deluxe",60.54,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",22,"Reims Collectables",France,Reims,81100.00,"Loui Bondur",Paris,France,EMEA,2005-03-30
"1928 Ford Phaeton Deluxe",62.60,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",62,"Tekni Collectables Inc.",USA,Newark,43000.00,"George Vanauf",NYC,USA,NA,2005-04-03
"1928 Ford Phaeton Deluxe",68.10,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",26,"L'ordine Souveniers",Italy,"Reggio Emilia",121400.00,"Pamela Castillo",Paris,France,EMEA,2005-05-10
"1928 Ford Phaeton Deluxe",65.35,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",33,"Rovelli Gifts",Italy,Bergamo,119600.00,"Pamela Castillo",Paris,France,EMEA,2003-02-17
"1928 Ford Phaeton Deluxe",68.79,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",29,"Australian Collectors, Co.",Australia,Melbourne,117300.00,"Andy Fixter",Sydney,Australia,APAC,2003-04-29
"1928 Ford Phaeton Deluxe",67.41,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",49,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2003-06-27
"1928 Ford Phaeton Deluxe",56.41,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",20,"Royale Belge",Belgium,Charleroi,23500.00,"Pamela Castillo",Paris,France,EMEA,2003-08-13
"1928 Ford Phaeton Deluxe",56.41,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",28,"Frau da Collezione",Italy,Milan,34800.00,"Pamela Castillo",Paris,France,EMEA,2003-10-09
"1928 Ford Phaeton Deluxe",57.78,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",31,"Technics Stores Inc.",USA,Burlingame,84600.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-28
"1928 Ford Phaeton Deluxe",63.97,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",24,"Kelly's Gift Shop","New Zealand","Auckland  ",110000.00,"Peter Marsh",Sydney,Australia,APAC,2003-11-11
"1928 Ford Phaeton Deluxe",61.22,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",31,"King Kong Collectables, Co.","Hong Kong","Central Hong Kong",58600.00,"Mami Nishi",Tokyo,Japan,Japan,2003-11-15
"1928 Ford Phaeton Deluxe",65.35,33.02,68.79,"Vintage Cars",1:32,"Highway 66 Mini Classics",27,"King Kong Collectables, Co.","Hong Kong","Central Hong Kong",58600.00,"Mami Nishi",Tokyo,Japan,Japan,2003-12-01
"1928 Mercedes-Benz SSK",167.06,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",26,"Blauer See Auto, Co.",Germany,Frankfurt,59700.00,"Barry Jones",London,UK,EMEA,2003-01-09
"1928 Mercedes-Benz SSK",163.69,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",31,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2003-03-18
"1928 Mercedes-Benz SSK",138.38,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",34,"Australian Collectors, Co.",Australia,Melbourne,117300.00,"Andy Fixter",Sydney,Australia,APAC,2003-05-21
"1928 Mercedes-Benz SSK",151.88,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",41,"Souveniers And Things Co.",Australia,Chatswood,93300.00,"Andy Fixter",Sydney,Australia,APAC,2003-07-16
"1928 Mercedes-Benz SSK",167.06,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",23,"Signal Collectibles Ltd.",USA,Brisbane,60300.00,"Leslie Jennings","San Francisco",USA,NA,2003-09-12
"1928 Mercedes-Benz SSK",156.94,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",48,"Corporate Gift Ideas Co.",USA,"San Francisco",105000.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-18
"1928 Mercedes-Benz SSK",140.06,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",22,"Rovelli Gifts",Italy,Bergamo,119600.00,"Pamela Castillo",Paris,France,EMEA,2003-11-05
"1928 Mercedes-Benz SSK",135.00,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",21,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2003-11-12
"1928 Mercedes-Benz SSK",143.44,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",22,"Australian Collectables, Ltd",Australia,"Glen Waverly",60300.00,"Andy Fixter",Sydney,Australia,APAC,2003-11-21
"1928 Mercedes-Benz SSK",138.38,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",40,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2003-12-03
"1928 Mercedes-Benz SSK",167.06,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",50,"Corrida Auto Replicas, Ltd",Spain,Madrid,104600.00,"Martin Gerard",Paris,France,EMEA,2004-01-26
"1928 Mercedes-Benz SSK",146.81,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",29,"Saveley & Henriot, Co.",France,Lyon,123900.00,"Loui Bondur",Paris,France,EMEA,2004-03-02
"1928 Mercedes-Benz SSK",141.75,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",43,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-04-29
"1928 Mercedes-Benz SSK",135.00,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",24,"Mini Caravy",France,Strasbourg,53800.00,"Gerard Hernandez",Paris,France,EMEA,2004-06-04
"1928 Mercedes-Benz SSK",148.50,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",35,"Extreme Desk Decorations, Ltd","New Zealand",Wellington,86800.00,"Peter Marsh",Sydney,Australia,APAC,2004-07-12
"1928 Mercedes-Benz SSK",158.63,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",22,"Amica Models & Co.",Italy,Torino,113000.00,"Pamela Castillo",Paris,France,EMEA,2004-08-17
"1928 Mercedes-Benz SSK",141.75,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",43,"Herkku Gifts","Norway  ",Bergen,96800.00,"Barry Jones",London,UK,EMEA,2004-09-03
"1928 Mercedes-Benz SSK",141.75,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",20,"Auto Associés & Cie.",France,Versailles,77900.00,"Gerard Hernandez",Paris,France,EMEA,2004-10-11
"1928 Mercedes-Benz SSK",150.19,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",25,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2004-10-21
"1928 Mercedes-Benz SSK",158.63,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",36,"Online Diecast Creations Co.",USA,Nashua,114200.00,"Steve Patterson",Boston,USA,NA,2004-11-04
"1928 Mercedes-Benz SSK",138.38,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",24,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2004-11-17
"1928 Mercedes-Benz SSK",136.69,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",21,"Australian Collectors, Co.",Australia,Melbourne,117300.00,"Andy Fixter",Sydney,Australia,APAC,2004-11-29
"1928 Mercedes-Benz SSK",158.63,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",30,"Lyon Souveniers",France,Paris,68100.00,"Loui Bondur",Paris,France,EMEA,2004-12-09
"1928 Mercedes-Benz SSK",140.06,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",32,Toys4GrownUps.com,USA,Pasadena,90700.00,"Leslie Thompson","San Francisco",USA,NA,2005-01-12
"1928 Mercedes-Benz SSK",156.94,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",21,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-16
"1928 Mercedes-Benz SSK",162.00,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",26,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2005-03-04
"1928 Mercedes-Benz SSK",145.13,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",56,GiftsForHim.com,"New Zealand",Auckland,77700.00,"Peter Marsh",Sydney,Australia,APAC,2005-04-29
"1928 Mercedes-Benz SSK",167.06,72.56,168.75,"Vintage Cars",1:18,"Gearbox Collectibles",35,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2005-05-29
"1930 Buick Marquette Phaeton",42.33,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",34,"Rovelli Gifts",Italy,Bergamo,119600.00,"Pamela Castillo",Paris,France,EMEA,2004-11-12
"1930 Buick Marquette Phaeton",37.09,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",40,"Enaco Distributors",Spain,Barcelona,60300.00,"Martin Gerard",Paris,France,EMEA,2004-11-24
"1930 Buick Marquette Phaeton",35.78,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",40,"Gift Ideas Corp.",USA,Glendale,49700.00,"George Vanauf",NYC,USA,NA,2004-12-04
"1930 Buick Marquette Phaeton",35.78,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",33,"Souveniers And Things Co.",Australia,Chatswood,93300.00,"Andy Fixter",Sydney,Australia,APAC,2004-12-17
"1930 Buick Marquette Phaeton",36.22,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",49,"La Rochelle Gifts",France,Nantes,118200.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-03
"1930 Buick Marquette Phaeton",41.02,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",27,FunGiftIdeas.com,USA,"New Bedford",85800.00,"Steve Patterson",Boston,USA,NA,2005-03-03
"1930 Buick Marquette Phaeton",38.84,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",49,"Reims Collectables",France,Reims,81100.00,"Loui Bondur",Paris,France,EMEA,2005-03-30
"1930 Buick Marquette Phaeton",41.46,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",56,"Tekni Collectables Inc.",USA,Newark,43000.00,"George Vanauf",NYC,USA,NA,2005-04-03
"1930 Buick Marquette Phaeton",39.71,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",37,"L'ordine Souveniers",Italy,"Reggio Emilia",121400.00,"Pamela Castillo",Paris,France,EMEA,2005-05-10
"1930 Buick Marquette Phaeton",35.78,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",39,"Rovelli Gifts",Italy,Bergamo,119600.00,"Pamela Castillo",Paris,France,EMEA,2003-02-17
"1930 Buick Marquette Phaeton",41.46,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",49,"Australian Collectors, Co.",Australia,Melbourne,117300.00,"Andy Fixter",Sydney,Australia,APAC,2003-04-29
"1930 Buick Marquette Phaeton",37.09,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",27,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2003-06-27
"1930 Buick Marquette Phaeton",34.91,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",34,"Mini Creations Ltd.",USA,"New Bedford",94500.00,"Julie Firrelli",Boston,USA,NA,2003-08-10
"1930 Buick Marquette Phaeton",43.64,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",20,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2003-10-08
"1930 Buick Marquette Phaeton",39.71,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",48,"Technics Stores Inc.",USA,Burlingame,84600.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-28
"1930 Buick Marquette Phaeton",43.20,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",34,"Kelly's Gift Shop","New Zealand","Auckland  ",110000.00,"Peter Marsh",Sydney,Australia,APAC,2003-11-11
"1930 Buick Marquette Phaeton",39.71,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",41,"King Kong Collectables, Co.","Hong Kong","Central Hong Kong",58600.00,"Mami Nishi",Tokyo,Japan,Japan,2003-11-15
"1930 Buick Marquette Phaeton",37.97,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",29,"West Coast Collectables Co.",USA,Burbank,55400.00,"Leslie Thompson","San Francisco",USA,NA,2003-12-01
"1930 Buick Marquette Phaeton",43.20,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",43,"Osaka Souveniers Co.",Japan,Kita-ku,81200.00,"Mami Nishi",Tokyo,Japan,Japan,2004-01-12
"1930 Buick Marquette Phaeton",41.02,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",41,"Australian Collectors, Co.",Australia,Melbourne,117300.00,"Andy Fixter",Sydney,Australia,APAC,2004-02-20
"1930 Buick Marquette Phaeton",37.09,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",41,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,89600.00,"George Vanauf",NYC,USA,NA,2004-04-02
"1930 Buick Marquette Phaeton",36.66,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",36,"The Sharp Gifts Warehouse",USA,"San Jose",77600.00,"Leslie Jennings","San Francisco",USA,NA,2004-05-11
"1930 Buick Marquette Phaeton",35.78,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",49,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-06-24
"1930 Buick Marquette Phaeton",40.15,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",38,"La Rochelle Gifts",France,Nantes,118200.00,"Gerard Hernandez",Paris,France,EMEA,2004-07-23
"1930 Buick Marquette Phaeton",35.78,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",33,"Norway Gifts By Mail, Co.","Norway  ",Oslo,95100.00,"Barry Jones",London,UK,EMEA,2004-08-21
"1930 Buick Marquette Phaeton",41.02,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",26,"Bavarian Collectables Imports, Co.",Germany,Munich,77000.00,"Barry Jones",London,UK,EMEA,2004-09-15
"1930 Buick Marquette Phaeton",37.09,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",47,"Mini Classics",USA,"White Plains",102700.00,"George Vanauf",NYC,USA,NA,2004-10-15
"1930 Buick Marquette Phaeton",36.66,27.06,43.64,"Vintage Cars",1:50,"Studio M Art Models",34,giftsbymail.co.uk,UK,Cowes,93900.00,"Larry Bott",London,UK,EMEA,2004-11-01
"1932 Alfa Romeo 8C2300 Spider Sport",84.67,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",38,"Double Decker Gift Stores, Ltd",UK,London,43300.00,"Larry Bott",London,UK,EMEA,2004-01-22
"1932 Alfa Romeo 8C2300 Spider Sport",87.43,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",34,"Saveley & Henriot, Co.",France,Lyon,123900.00,"Loui Bondur",Paris,France,EMEA,2004-03-02
"1932 Alfa Romeo 8C2300 Spider Sport",77.31,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",42,"Mini Caravy",France,Strasbourg,53800.00,"Gerard Hernandez",Paris,France,EMEA,2004-04-13
"1932 Alfa Romeo 8C2300 Spider Sport",80.99,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",34,"Down Under Souveniers, Inc","New Zealand","Auckland  ",88000.00,"Peter Marsh",Sydney,Australia,APAC,2004-06-03
"1932 Alfa Romeo 8C2300 Spider Sport",84.67,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",35,"Extreme Desk Decorations, Ltd","New Zealand",Wellington,86800.00,"Peter Marsh",Sydney,Australia,APAC,2004-07-12
"1932 Alfa Romeo 8C2300 Spider Sport",77.31,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",35,"Amica Models & Co.",Italy,Torino,113000.00,"Pamela Castillo",Paris,France,EMEA,2004-08-17
"1932 Alfa Romeo 8C2300 Spider Sport",90.19,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",35,"Handji Gifts& Co",Singapore,Singapore,97900.00,"Peter Marsh",Sydney,Australia,APAC,2004-09-01
"1932 Alfa Romeo 8C2300 Spider Sport",82.83,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",38,"UK Collectables, Ltd.",UK,Liverpool,92700.00,"Larry Bott",London,UK,EMEA,2003-10-06
"1932 Alfa Romeo 8C2300 Spider Sport",92.03,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",41,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-10-16
"1932 Alfa Romeo 8C2300 Spider Sport",92.03,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",50,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2004-11-17
"1932 Alfa Romeo 8C2300 Spider Sport",80.99,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",21,"Marseille Mini Autos",France,Marseille,65000.00,"Loui Bondur",Paris,France,EMEA,2004-11-25
"1932 Alfa Romeo 8C2300 Spider Sport",77.31,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",43,Toys4GrownUps.com,USA,Pasadena,90700.00,"Leslie Thompson","San Francisco",USA,NA,2005-01-12
"1932 Alfa Romeo 8C2300 Spider Sport",78.23,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",32,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-16
"1932 Alfa Romeo 8C2300 Spider Sport",91.11,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",6,"The Sharp Gifts Warehouse",USA,"San Jose",77600.00,"Leslie Jennings","San Francisco",USA,NA,2005-04-22
"1932 Alfa Romeo 8C2300 Spider Sport",73.62,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",66,"Souveniers And Things Co.",Australia,Chatswood,93300.00,"Andy Fixter",Sydney,Australia,APAC,2005-05-29
"1932 Alfa Romeo 8C2300 Spider Sport",75.46,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",22,"Online Diecast Creations Co.",USA,Nashua,114200.00,"Steve Patterson",Boston,USA,NA,2003-01-06
"1932 Alfa Romeo 8C2300 Spider Sport",81.91,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",28,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2003-03-18
"1932 Alfa Romeo 8C2300 Spider Sport",75.46,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",36,"Signal Gift Stores",USA,"Las Vegas",71800.00,"Leslie Thompson","San Francisco",USA,NA,2003-05-21
"1932 Alfa Romeo 8C2300 Spider Sport",79.15,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",47,"Kelly's Gift Shop","New Zealand","Auckland  ",110000.00,"Peter Marsh",Sydney,Australia,APAC,2003-07-07
"1932 Alfa Romeo 8C2300 Spider Sport",83.75,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",34,"Anna's Decorations, Ltd",Australia,"North Sydney",107800.00,"Andy Fixter",Sydney,Australia,APAC,2003-09-11
"1932 Alfa Romeo 8C2300 Spider Sport",86.51,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",39,"Corporate Gift Ideas Co.",USA,"San Francisco",105000.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-18
"1932 Alfa Romeo 8C2300 Spider Sport",77.31,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",21,"Rovelli Gifts",Italy,Bergamo,119600.00,"Pamela Castillo",Paris,France,EMEA,2003-11-05
"1932 Alfa Romeo 8C2300 Spider Sport",88.35,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",36,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2003-11-12
"1932 Alfa Romeo 8C2300 Spider Sport",92.03,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",24,"Australian Collectables, Ltd",Australia,"Glen Waverly",60300.00,"Andy Fixter",Sydney,Australia,APAC,2003-11-21
"1932 Alfa Romeo 8C2300 Spider Sport",83.75,43.26,92.03,"Vintage Cars",1:18,"Exoto Designs",29,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2003-12-02
"1932 Model A Ford J-Coupe",108.06,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",25,"Blauer See Auto, Co.",Germany,Frankfurt,59700.00,"Barry Jones",London,UK,EMEA,2003-01-09
"1932 Model A Ford J-Coupe",115.69,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",33,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2003-03-18
"1932 Model A Ford J-Coupe",111.87,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",42,"Signal Gift Stores",USA,"Las Vegas",71800.00,"Leslie Thompson","San Francisco",USA,NA,2003-05-21
"1932 Model A Ford J-Coupe",114.42,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",38,"Kelly's Gift Shop","New Zealand","Auckland  ",110000.00,"Peter Marsh",Sydney,Australia,APAC,2003-07-07
"1932 Model A Ford J-Coupe",125.86,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",33,"Signal Collectibles Ltd.",USA,Brisbane,60300.00,"Leslie Jennings","San Francisco",USA,NA,2003-09-12
"1932 Model A Ford J-Coupe",113.15,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",38,"Corporate Gift Ideas Co.",USA,"San Francisco",105000.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-18
"1932 Model A Ford J-Coupe",127.13,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",31,"Rovelli Gifts",Italy,Bergamo,119600.00,"Pamela Castillo",Paris,France,EMEA,2003-11-05
"1932 Model A Ford J-Coupe",105.52,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",20,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2003-11-12
"1932 Model A Ford J-Coupe",115.69,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",44,"Australian Collectables, Ltd",Australia,"Glen Waverly",60300.00,"Andy Fixter",Sydney,Australia,APAC,2003-11-21
"1932 Model A Ford J-Coupe",119.50,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",26,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2003-12-02
"1932 Model A Ford J-Coupe",125.86,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",27,"Corrida Auto Replicas, Ltd",Spain,Madrid,104600.00,"Martin Gerard",Paris,France,EMEA,2004-01-26
"1932 Model A Ford J-Coupe",118.23,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",46,"Saveley & Henriot, Co.",France,Lyon,123900.00,"Loui Bondur",Paris,France,EMEA,2004-03-02
"1932 Model A Ford J-Coupe",111.87,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",47,"Diecast Collectables",USA,Boston,85100.00,"Julie Firrelli",Boston,USA,NA,2004-04-26
"1932 Model A Ford J-Coupe",102.98,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",41,"Down Under Souveniers, Inc","New Zealand","Auckland  ",88000.00,"Peter Marsh",Sydney,Australia,APAC,2004-06-03
"1932 Model A Ford J-Coupe",124.59,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",50,"Extreme Desk Decorations, Ltd","New Zealand",Wellington,86800.00,"Peter Marsh",Sydney,Australia,APAC,2004-07-12
"1932 Model A Ford J-Coupe",109.33,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",37,"Amica Models & Co.",Italy,Torino,113000.00,"Pamela Castillo",Paris,France,EMEA,2004-08-17
"1932 Model A Ford J-Coupe",102.98,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",31,"Handji Gifts& Co",Singapore,Singapore,97900.00,"Peter Marsh",Sydney,Australia,APAC,2004-09-01
"1932 Model A Ford J-Coupe",102.98,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",24,"Auto Associés & Cie.",France,Versailles,77900.00,"Gerard Hernandez",Paris,France,EMEA,2004-10-11
"1932 Model A Ford J-Coupe",111.87,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",31,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2004-10-21
"1932 Model A Ford J-Coupe",120.77,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",50,"Online Diecast Creations Co.",USA,Nashua,114200.00,"Steve Patterson",Boston,USA,NA,2004-11-04
"1932 Model A Ford J-Coupe",116.96,58.48,127.13,"Vintage Cars",1:18,"Autoart Studio Design",35,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2004-11-17
